words	interaction_word	label
" negatively regulates the transcription of two of the transcription factors whose activity it also represses ,  PROTX0 and "	"regulates"	1
" and PROTX0 was shown to interact with the DNA - binding domain of the "	"interact"	1
" was shown to interact with the DNA - binding domain of the "	"interact"	1
" -  PROTX0 interactions also affect transcriptional activity of an PROTX2E - containing promoter ,  such that in estradiol - stimulated cells ,  PROTX1b strongly activated the promoter via the "	"affect"	1
" which interacts with the "	"interacts"	1
" ,  the level of "	""	1
" inhibitor ,  BZA - 5B ,  there was a moderate reversal of "	"inhibitor"	1
" is an upstream inhibitory regulator of PROTX2 ,  and provide further evidence of an inverse relationship between "	"regulator"	1
" had no effect on "	"effect"	1
" had no effect on PROTX0 or "	"effect"	1
" regulate "	"regulate"	1
" is increased after "	"increased"	1
" appears to contain equimolar levels of each subunit and was shown to be functionally identical to its native counterpart in (i )  supporting PROTX0 - catalyzed PROTX2 - dependent DNA chain elongation; (ii )  catalyzing DNA - dependent ATP hydrolysis that was stimulated by PROTX2 and PROTX0; (iii )  binding preferentially to DNA primer ends; and (iv )  catalytically loading PROTX2 onto singly nicked circular DNA and catalytically removing "	"stimulated"	1
" appears to contain equimolar levels of each subunit and was shown to be functionally identical to its native counterpart in (i )  supporting "	""	1
" - catalyzed PROTX1 - dependent DNA chain elongation; (ii )  catalyzing DNA - dependent ATP hydrolysis that was stimulated by PROTX1 and PROTX0; (iii )  binding preferentially to DNA primer ends; and (iv )  catalytically loading PROTX1 onto singly nicked circular DNA and catalytically removing "	"stimulated"	1
" appears to contain equimolar levels of each subunit and was shown to be functionally identical to its native counterpart in (i )  supporting PROTX0 - catalyzed PROTX2 - dependent DNA chain elongation; (ii )  catalyzing DNA - dependent ATP hydrolysis that was stimulated by PROTX2 and PROTX0; (iii )  binding preferentially to DNA primer ends; and (iv )  catalytically loading PROTX2 onto singly nicked circular DNA and catalytically removing "	"stimulated"	1
" appears to contain equimolar levels of each subunit and was shown to be functionally identical to its native counterpart in (i )  supporting PROTX0 - catalyzed PROTX0 - dependent DNA chain elongation; (ii )  catalyzing DNA - dependent ATP hydrolysis that was stimulated by PROTX0 and "	"stimulated"	1
" appears to contain equimolar levels of each subunit and was shown to be functionally identical to its native counterpart in (i )  supporting PROTX0 - catalyzed PROTX2 - dependent DNA chain elongation; (ii )  catalyzing DNA - dependent ATP hydrolysis that was stimulated by PROTX2 and PROTX0; (iii )  binding preferentially to DNA primer ends; and (iv )  catalytically loading PROTX2 onto singly nicked circular DNA and catalytically removing "	"stimulated"	1
" was found to interact specifically in yeast ,  mammalian cells ,  and in vitro with the human "	"interact"	1
"1 and PROTX2 were found to exist in a complex with PROTX0 ,  a known "	"complex"	1
"1 and PROTX0 were found to exist in a complex with "	"complex"	1
" were found to exist in a complex with "	"complex"	1
" ,  "	""	1
" ,  and "	""	1
" ,  PROTX0 ,  and "	""	1
" in G(2 )  / M checkpoint control through the interaction with a functional "	"control"	1
" and "	""	1
" is additionally associated with "	"associated"	1
" and "	""	1
" activity with histidine - tagged "	"activity"	1
" is required for normal levels of "	"required"	1
"  -  /  -  cells surviving in vitro exhibit an upregulation of "	"exhibit"	1
" that is found in complexes with "	"complexes"	1
" proteins by adenovirus - mediated delivery of an "	"mediated"	1
" is upregulated and interacts with the putative PROTX0 target "	"upregulated"	1
" target "	"target"	1
" and "	""	1
" with intracellular "	""	1
" demonstrated that little or no PROTX1 is associated with PROTX2 in B cell lines compared to the PROTX1 associated with "	"associated"	1
" for binding to GST -  "	"binding"	1
" )  demonstrated that PROTX2 is upregulated in the EBV transformed lymphoblastoid cells expressing high levels of "	"upregulated"	1
" )  demonstrated that PROTX2 is upregulated in the EBV transformed lymphoblastoid cells expressing high levels of PROTX0 and in a T cell line SupT1 overexpressing intracellular activated "	"activated"	1
" may be able to compete for the available pool of "	"compete"	1
" ( PROTX0 )  with "	""	1
"a was abrogated by antibodies to "	""	1
" ,  and its direct and specific binding of "	"binding"	1
" is further evidence for a role for PROTX2 in transcriptional regulation and that "	"regulation"	1
" and "	""	1
" heterodimer is required to obtain DNA end binding activity and association of the "	"required"	1
" is required for interaction with "	"required"	1
" ,  not its C - terminus ,  is capable of mediating interaction with "	"mediating"	1
" ,  PROTX0 ( PROTX0 )  ,  and PROTX0 were also determined in "	"determined"	1
" were also determined in "	"determined"	1
" and "	""	1
" significantly attenuated apoptosis and impaired the transcriptional activity of "	"impaired"	1
" significantly attenuated apoptosis and impaired the transcriptional activity of PROTX0 on "	"impaired"	1
" on "	""	1
" significantly attenuated apoptosis and impaired the transcriptional activity of "	"impaired"	1
" significantly attenuated apoptosis and impaired the transcriptional activity of PROTX0 on PROTX0 ,  "	"impaired"	1
" on PROTX0 ,  "	""	1
" transactivation by PROTX1 was confirmed by transfection of a PROTX1 -  PROTX0 fusion protein and by induction of "	"transactivation"	1
" - mediated up - regulation of PROTX0 mRNA protein were significantly reduced by "	"regulation"	1
" mRNA protein were significantly reduced by "	"reduced"	1
" - mediated up - regulation of "	"regulation"	1
" - mediated up - regulation of PROTX0 mRNA protein were significantly reduced by "	"regulation"	1
" ,  while "	""	1
" - mediated up - regulation of PROTX0 mRNA protein were significantly reduced by PROTX0 ,  while "	"regulation"	1
" increased PROTX0 activity in K562 cells expressing "	"increased"	1
" overexpression may antagonize the pro - apoptotic function of "	"antagonize"	1
" and therefore probably "	""	1
" also restored the ability of PROTX1 ,  "	""	1
" also restored the ability of PROTX1 ,  PROTX0 and "	""	1
" and "	""	1
" and PROTX0 that are involved in HIV "	"involved"	1
" that are involved in HIV "	"involved"	1
" exhibit delayed up - regulation of "	"exhibit"	1
" immunoprecipitate a protein kinase activity that ,  in the presence of manganese ,  phosphorylates "	"phosphorylates"	1
" also phosphorylate "	"phosphorylate"	1
" phosphorylated "	"phosphorylated"	1
" phosphorylated PROTX0 ,  the "	"phosphorylated"	1
" phosphorylated PROTX0 ,  the PROTX0 ,  serine 15 of "	"phosphorylated"	1
" phosphorylated PROTX0 ,  the PROTX0 ,  serine 15 of PROTX0 ,  and "	"phosphorylated"	1
" phosphorylation sites in "	"phosphorylation"	1
" (encoded by PROTX0 )  is stabilized ,  enabling downstream transcriptional activation by members of the "	"activation"	1
" /  "	""	1
" /  PROTX0 encodes "	""	1
" encodes "	""	1
" )  ,  a protein required for "	"required"	1
" )  ,  a protein required for PROTX0 - mediated degradation of PROTX2 ,  but a small percentage of colon and some other cancers harbour "	"required"	1
" - mediated degradation of PROTX2 ,  but a small percentage of colon and some other cancers harbour "	"mediated"	1
" /  "	""	1
" protein was found to interact with "	"interact"	1
" protein and "	""	1
" were identified to be important in binding with "	"binding"	1
" protein may associate with cancer development and may act as a molecular adapter to form a multicomplex with "	"act"	1
"Wt )  or a mutant PROTX1 with Lys for Glu substitutions at residues 107 and 108 (SV40 PROTX1K107 / 8 )  that fails to bind "	"bind"	1
"K107 / 8 fails to induce re - entry and does not produce changes in un / hypophosphorylated "	"produce"	1
"K107 / 8 fails to induce re - entry and does not produce changes in un / hypophosphorylated pRB ,  "	"produce"	1
"K107 / 8 fails to induce re - entry and does not produce changes in un / hypophosphorylated pRB ,  PROTX0 ,  or "	"produce"	1
" does not cause villus enterocytes to return to the cell cycle ,  alter their suppression of "	"cause"	1
" does not cause villus enterocytes to return to the cell cycle ,  alter their suppression of PROTX0 or "	"cause"	1
" ( PROTX1 )  ,  a member of the SFRP family that appears to act by modulating "	"modulating"	1
" 's postulated role in modulating Wnt signaling in the retina ,  it inhibits the ability of X "	"modulating"	1
" - associated cell cycle arrest is associated both with significant inhibition of the phosphorylation of the retinoblastoma gene product ( PROTX0 )  and with the formation of complexes between PROTX1 and "	"complexes"	1
" in regulating "	"regulating"	1
" (p65 )  PROTX0 subunit has been shown to be dependent upon an interaction with the zinc finger DNA - binding domain of "	"interaction"	1
" ,  whose DNA - binding domain shares a high degree of homology with that of PROTX0 ,  can also interact with "	"interact"	1
" ,  whose DNA - binding domain shares a high degree of homology with that of PROTX0 ,  can also interact with PROTX0 in vitro and regulate "	"interact"	1
" interacts with the zinc finger domain of "	"interacts"	1
" specifically represses "	"represses"	1
" and the PROTX2 zinc fingers is mutually exclusive with DNA binding suggesting a model in which "	"binding"	1
" zinc fingers is mutually exclusive with DNA binding suggesting a model in which PROTX1 directly sequesters "	"binding"	1
" with other proteins ,  including "	""	1
" regulates cell adhesion by providing a modulatable connection between both classical and desmosomal "	"regulates"	1
" and the related protein PROTX0 are posttranscriptionally upregulated in response to "	"upregulated"	1
" are posttranscriptionally upregulated in response to "	"upregulated"	1
" ( PROTX1 )  (also known as PROTX1 )  is required for dexamethasone (Dex )  - induced apoptosis in multiple myeloma (MM )  cells and that human PROTX2 ( "	"induced"	1
" triggers selective activation of "	"activation"	1
" triggers selective activation of PROTX0 and its association with "	"activation"	1
" and its association with "	"association"	1
" interacts with "	"interacts"	1
" both in vitro and in vivo ,  and that Tyr(906 )  in the C - terminal domain of "	""	1
" blocked the protective effect of "	"effect"	1
" mediates the anti - apoptotic effect of "	"mediates"	1
" ( PROTX1 )  by "	""	1
" related to disruption of "	""	1
" related to disruption of PROTX0 -  and "	""	1
"r PROTX0 - dependent alphavbeta(3 )  PROTX0 - mediated adhesion of endothelial cells was blocked by "	"mediated"	1
" - dependent alphavbeta(3 )  "	""	1
" or PROTX0 - dependent alphavbeta(3 )  "	""	1
" )  but not PROTX0 or PROTX0 - dependent alphavbeta(3 )  "	""	1
" ,  because PROTX0 and the isolated domain 5 but not PROTX0 bound to both multimeric and native "	"bound"	1
" but not PROTX0 competed for the interaction of PROTX2 with alphavbeta(3 )  PROTX0 ,  because PROTX1 and the isolated domain 5 but not PROTX0 bound to both multimeric and native "	"interaction"	1
" but not PROTX0 competed for the interaction of PROTX0 with alphavbeta(3 )  "	"interaction"	1
" with alphavbeta(3 )  "	""	1
" or domain 5 with PROTX2 was prevented by heparin ,  PROTX0 ,  and a recombinant PROTX0 ( PROTX0 )  - fusion peptide PROTX0 -  PROTX0 (1 - 77 )  consisting of the amino terminal portion of PROTX2 (amino acids 1 - 77 )  ,  but not by a cyclic arginyl - glycyl - aspartyl peptide ,  indicating that PROTX1 interacts with the amino terminal portion of "	"prevented"	1
" ,  and a recombinant PROTX0 ( PROTX0 )  - fusion peptide PROTX0 -  PROTX0 (1 - 77 )  consisting of the amino terminal portion of PROTX0 (amino acids 1 - 77 )  ,  but not by a cyclic arginyl - glycyl - aspartyl peptide ,  indicating that "	""	1
" ,  and a recombinant PROTX0 ( PROTX0 )  - fusion peptide PROTX0 -  PROTX2 (1 - 77 )  consisting of the amino terminal portion of PROTX2 (amino acids 1 - 77 )  ,  but not by a cyclic arginyl - glycyl - aspartyl peptide ,  indicating that PROTX0 interacts with the amino terminal portion of "	"interacts"	1
" or domain 5 with PROTX2 was prevented by heparin ,  PROTX0 ,  and a recombinant PROTX0 ( PROTX0 )  - fusion peptide PROTX0 -  PROTX2 (1 - 77 )  consisting of the amino terminal portion of PROTX2 (amino acids 1 - 77 )  ,  but not by a cyclic arginyl - glycyl - aspartyl peptide ,  indicating that PROTX1 interacts with the amino terminal portion of "	"prevented"	1
" but not PROTX0 bound to PROTX2 and to the truncated 2 - domain form of "	"bound"	1
" or its recombinant His - Gly - Lys - rich domain 5 completely inhibited the PROTX2 - dependent adhesion of myelomonocytic U937 cells and "	"inhibited"	1
" or its recombinant His - Gly - Lys - rich domain 5 completely inhibited the PROTX0 - dependent adhesion of myelomonocytic U937 cells and PROTX0 - transfected BAF - 3 cells to "	"inhibited"	1
" - dependent adhesion of myelomonocytic U937 cells and PROTX1 - transfected BAF - 3 cells to "	""	1
" inhibit different "	"inhibit"	1
" and PROTX0 account for most cases of familial ,  early onset breast and / or ovarian cancer and encode products that each interact with "	"interact"	1
" account for most cases of familial ,  early onset breast and / or ovarian cancer and encode products that each interact with "	"interact"	1
" and "	""	1
" and "	""	1
" and PROTX2 is essential for the anti - death activity of PROTX1 (refs 7 , 8 )  ,  our results suggest that the interaction with "	"interaction"	1
" or PROTX0 still preserve 70 - 80% of the anti - death activity of wild - type "	"activity"	1
" still preserve 70 - 80% of the anti - death activity of wild - type "	"activity"	1
" /  "	""	1
" )  /  PROTX2 interaction when co - cultured in monolayers ,  we also examined the effect of antibodies against PROTX1 and "	"interaction"	1
" coding sequence also showed the ability to bind to an "	"bind"	1
" and PROTX2 was observed either when two cysteines (Cys 32 and 35 )  in "	""	1
" possessed eight regions similar to regions of PROTX0 ,  PROTX0 ,  PROTX0 ,  PROTX0 and X - ray repair cross - complementing 1 ( PROTX0 )  proteins and a region similar to auto - modification sites of poly(ADP - ribose )  polymerase ,  suggesting that PROTX2 supported catalytic reactions of "	""	1
" is an important downstream target of "	"target"	1
" deregulation -  - as a result of loss of "	""	1
" is known to repress PROTX2 transcriptional activity and overexpression of PROTX2 is sufficient for cell cycle progression ,  it is thought that PROTX1 suppresses growth in part by repressing "	"repressing"	1
" )  ,  including members of the "	""	1
" /  PROTX0 complexes in vivo ,  we have produced mice homozygous for a nonfunctional "	"produced"	1
" )  is a transcriptional repressor that regulates gene expression by physically associating with transcription factors such as "	"expression"	1
" induces adipogenesis and increases "	"increases"	1
" as bait ,  we have used a yeast two - hybrid screen to clone a novel protein ,  termed "	""	1
" ,  a receptor isoform - selective cofactor and "	""	1
" ( PROTX0 ,  PROTX0 )  is a 'macro' immunophilin that ,  although sharing high structural and functional homologies in its amino - terminal domain with PROTX0 ( PROTX0 )  ,  does not have immunosuppressant activity when complexed with "	"complexed"	1
" ( PROTX1 )  ,  does not have immunosuppressant activity when complexed with "	"complexed"	1
" (FKBP )  - associated protein "	"associated"	1
" has the physical capacity to interact with the PROTX0 - like domain of PROTX2 ,  but not with PROTX0 ,  suggesting that it is a particular and specific target of "	"interact"	1
" to PROTX0 is potentiated by PROTX1 ,  the specific association of PROTX0 and PROTX0 is maintained in the presence of "	"association"	1
" is potentiated by PROTX1 ,  the specific association of PROTX0 and PROTX0 is maintained in the presence of "	"association"	1
" to "	""	1
" and "	""	1
" ,  "	""	1
" ,  PROTX0 ,  and "	""	1
" ,  and "	""	1
" and "	""	1
" ,  a receptor for activated PROTX0and a homolog of the beta subunit of G proteins ,  as a "	"activated"	1
" binds to the SH2 domain of "	"binds"	1
" and "	""	1
" inhibited the in vitro kinase activity of "	"inhibited"	1
" (2 microM )  inhibited the activities of purified "	"inhibited"	1
" (2 microM )  inhibited the activities of purified PROTX0 and "	"inhibited"	1
" exerts its effect on the NIH 3T3 cell cycle in part by inhibiting "	"inhibiting"	1
" binds both "	"binds"	1
" binds both PROTX0 ,  the PROTX0 receptor ,  and "	"binds"	1
" zinc - binding domain ,  S320F ,  and observed that this mutation reduces the binding of PROTX1 to "	"reduces"	1
" zinc - binding domain ,  S320F ,  and observed that this mutation reduces the binding of PROTX1 to PROTX0 and "	"reduces"	1
" or PROTX0 can suppress this "	"suppress"	1
" can suppress this "	"suppress"	1
" can interact with a nucleolar protein ,  "	"interact"	1
" ,  where PROTX2 predominated ,  none of the resulting colonies encoded "	""	1
" ,  which binds to both Bcl - x(L )  and the caspase regulator ,  "	"regulator"	1
" interferes with the ability of PROTX2 to self - associate ,  suggesting that PROTX1 impairs "	"impairs"	1
" interferes with the ability of PROTX2 to self - associate ,  suggesting that PROTX1 impairs "	"impairs"	1
" interferes with the ability of PROTX0 to self - associate ,  suggesting that PROTX1 impairs PROTX0 - mediated activation of "	"activation"	1
" to self - associate ,  suggesting that PROTX0 impairs PROTX1 - mediated activation of "	"activation"	1
" inhibited the proteolytic activation of PROTX0 in a cell - free extract and suppressed apoptosis induced by "	"activation"	1
" inhibited the proteolytic activation of PROTX0 in a cell - free extract and suppressed apoptosis induced by PROTX0 plus "	"activation"	1
" plus "	""	1
" inhibited the proteolytic activation of "	"activation"	1
" and "	""	1
" stimulated interaction between "	"stimulated"	1
" stimulated interaction between PROTX0 and "	"stimulated"	1
" and "	""	1
" also enhanced the amount of PROTX1 binding to "	"binding"	1
" and PROTX2 also enhanced the amount of "	"enhanced"	1
" and PROTX0 also enhanced the amount of PROTX0 binding to "	"binding"	1
" also enhanced the amount of PROTX1 binding to "	"binding"	1
" dominant negative mutant TAM - 67 not only inhibited the coimmunoprecipitated PROTX1 binding to "	"inhibited"	1
" dominant negative mutant TAM - 67 not only inhibited the coimmunoprecipitated PROTX1 binding to "	"inhibited"	1
" oligonucleotide and nuclear "	""	1
" activated the chimeric promoter consisting of 10 tandem GAL4 - binding sites ,  which replaced the three PROTX0 - binding sites in the 12(S ) lipoxygenase promoter only when coexpressed with GAL4 -  "	"activated"	1
" cooperatively activated expression of the 12(S )  - lipoxygenase gene ,  and that PROTX0 may serve at least in part as a carrier bringing "	"expression"	1
" cooperatively activated expression of the 12(S )  - lipoxygenase gene ,  and that "	"expression"	1
" and PROTX2 induced by PROTX0 cooperatively activated expression of the 12(S )  - lipoxygenase gene ,  and that "	"expression"	1
" protein is an endogenous gene product that binds to the PROTX2 protein and is able to block PROTX2 - mediated transactivation of cotransfected reporter constructs; thus ,  interactions between PROTX1 and "	"transactivation"	1
" was enhanced by ionizing irradiation at the level of transcription in a "	"enhanced"	1
"function in a known physiologic pathway and are consistent with the hypothesis that "	""	1
" with AF2 ,  the activation function located in the ligand binding domain (LBD )  of "	"activation"	1
" and "	""	1
" are largely restricted to short Bcl -  2 homology (BH )  domains that mediate interaction with "	"mediate"	1
" results in loss of PROTX1 function and ability to dimerize with "	"dimerize"	1
" results in loss of PROTX1 function and ability to dimerize with "	"dimerize"	1
" ,  a "	""	1
" ,  however ,  19K interaction was not detected with PROTX0 ,  a PROTX2 /  PROTX0 dimerizing protein that can potentially regulate a "	"interaction"	1
" is responsible for the "	""	1
" involved in inhibition of the G1 / S phase cyclin - dependent kinase ,  "	"involved"	1
" involved in inhibition of the G1 / S phase cyclin - dependent kinase ,  PROTX0 /  PROTX0 ,  as well as regions of PROTX1 important for binding to this kinase and recombinant "	"involved"	1
" peptide spanning amino acids 15 - 40 ,  antagonized PROTX1 binding and inhibition of "	"inhibition"	1
" interaction with "	"interaction"	1
" -  activity ,  but this peptide did not affect the ability of PROTX1 to interact with "	"affect"	1
" larger than 26 amino acids is presumably required for "	"required"	1
" peptide spanning amino acids 139 - 164 was found to bind "	"bind"	1
" that are involved in "	"involved"	1
" that are involved in PROTX0 /  PROTX0 and "	"involved"	1
" ( PROTX1 )  is involved in the phosphorylation of "	"involved"	1
" can phosphorylate several PROTX2 fragments in vitro and that a kinase -  inactive mutant of PROTX1 interacts with "	"interacts"	1
" directly phosphorylates "	"phosphorylates"	1
"1 interacts with the cytosolic domain of wild type PROTX2 ,  but does not interact with mutant "	"interact"	1
"1 associates with vesicles in the recycling endosomal pathway ,  and may play a role in regulating the trafficking of integral membrane "	"associates"	1
" peptide with "	""	1
" also binds to "	"binds"	1
" ,  the mutant was temperature sensitive in binding to "	"binding"	1
" and "	""	1
" immunoreactivity was blocked by the protein kinase C ( PROTX0 )  inhibitor chelerythrine ,  the specific "	"inhibitor"	1
" immunoreactivity was blocked by the protein kinase C ( PROTX0 )  inhibitor chelerythrine ,  the specific PROTX0 isoform inhibitor 379196 ,  PROTX2 - neutralizing antibody ,  or the ET(A )  blocker TBC11251 ,  but was not blocked by the specific ET(B )  blocker BQ788 or by a "	"inhibitor"	1
" expression and increased permeability may occur secondary to "	"expression"	1
" expression and increased permeability may occur secondary to PROTX0 isoform activation and may be modulated by "	"expression"	1
" with the coactivators "	""	1
" with the coactivators PROTX0 and "	""	1
" with the coactivators PROTX0 and PROTX0 in vitro but had little or no effect on ligand binding ,  heterodimerization with the "	"binding"	1
" or PROTX0 amplified both the positive and negative responses to wild type "	""	1
" amplified both the positive and negative responses to wild type "	""	1
" and "	""	1
" impaired its ability to associate with PROTX1 in vitro and to amplify "	"impaired"	1
" )  in fibroblasts is potently induced by PROTX1 ( "	"induced"	1
" family proteins function as intracellular signal transducers for "	"signal"	1
" - stimulated "	"stimulated"	1
" promoter ,  we identify a proximal region between  - 353 and  - 148 bp ,  which is required for full stimulation of transcription by a constitutively active "	"stimulation"	1
" or PROTX0 ,  and transfection of PROTX0 promoter constructs into PROTX0 - deficient breast adenocarcinoma cells ,  indicated the critical role of PROTX0s for the full "	""	1
" promoter constructs into PROTX0 - deficient breast adenocarcinoma cells ,  indicated the critical role of PROTX0s for the full "	""	1
" or PROTX0 ,  and transfection of "	""	1
" ,  and transfection of PROTX0 promoter constructs into PROTX2 - deficient breast adenocarcinoma cells ,  indicated the critical role of PROTX0s for the full "	""	1
" promoter constructs into PROTX0 - deficient breast adenocarcinoma cells ,  indicated the critical role of PROTX0s for the full "	""	1
" ,  and transfection of "	""	1
" binding to the CAGACA box of "	"binding"	1
" ,  and demonstrate that interaction of this PROTX2 - binding element with endogenous "	"interaction"	1
" promoter harboring a CAGACA consensus sequence that is both necessary and sufficient for stimulation by PROTX1 ,  and demonstrate that interaction of this PROTX0 - binding element with endogenous PROTX0s is required for the full "	"stimulation"	1
" - binding element of the "	"binding"	1
" is a serine proteinase inhibitor that forms complexes with tissue "	"complexes"	1
" and two mutants ,  Phe388Arg (P1 )  and Phe387Gly (P2 )  ,  toward human tissue "	""	1
"s and tissue "	""	1
" as well as both Phe388Arg and Phe387Gly mutants act as inhibitors and substrates to tissue "	"act"	1
"and "	""	1
" phosphorylation and PROTX0 protein levels in LNCaP /  "	"phosphorylation"	1
" protein levels in LNCaP /  "	""	1
" participates in a novel ubiquitinylation - related pathway involving the ubiquitin - like molecule "	"involving"	1
" interacts with PROTX2 ,  its presumptive partner in the PROTX0 activation pathway ,  and that the PROTX1 binding site for "	"binding"	1
" interacts with PROTX2 ,  its presumptive partner in the PROTX0 activation pathway ,  and that the PROTX1 binding site for "	"binding"	1
" interacts with PROTX0 ,  its presumptive partner in the "	"interacts"	1
" ,  its presumptive partner in the "	""	1
" in ts41 cells drives the cell cycle through the S - M checkpoint and that this function requires both "	"requires"	1
" in ts41 cells drives the cell cycle through the S - M checkpoint and that this function requires both PROTX0 and "	"requires"	1
" and "	""	1
" - interacting proteins using the two - hybrid system led to the isolation of "	"led"	1
" -  "	""	1
" basic helix - loop - helix (bHLH )  and leucine zipper (Zip )  domains and the "	""	1
" and the ATPase mutant of PROTX0 /  PROTX0 in a dominant - negative manner contingent upon the presence of the "	""	1
" /  PROTX0 in a dominant - negative manner contingent upon the presence of the "	""	1
" - mediated transactivation and that the PROTX2 -  "	"transactivation"	1
" interacts specifically with "	"interacts"	1
" binding domain in "	"binding"	1
" and PROTX1 facilitated "	""	1
" is required for transcriptional activation of PROTX0 by "	"activation"	1
" is required for transcriptional activation of "	"activation"	1
" by "	""	1
" is a novel transcriptional co - activator that interacts with "	"activator"	1
" was tyrosine phosphorylated and associated with "	"phosphorylated"	1
" ( PROTX1 )  of hepatitis C virus (HCV )  plays a role in the incapacitation of "	""	1
" ( PROTX1 )  of hepatitis C virus (HCV )  plays a role in the incapacitation of PROTX0 by inactivation of RNA - dependent protein kinase "	"inactivation"	1
" by inactivation of RNA - dependent protein kinase "	"inactivation"	1
" gene was isolated from a human liver cell library as a protein interacting with "	"interacting"	1
" and "	""	1
" on the PROTX2 activity was investigated using a yeast cell line containing mutations in both PROTX0 and PROTX0 ,  genes that are homologous to the human "	"activity"	1
" hampered the growth of the double mutant cells supplemented with human "	""	1
" may inhibit "	"inhibit"	1
" protein shares extensive sequence similarity with PROTX0 ,  the product of the PROTX0 ,  and is a major "	""	1
" activity that normally associates with "	"associates"	1
" activity that normally associates with PROTX0 in serum - starved mouse embryo fibroblasts associated instead with the highly related "	"associates"	1
" in addition to "	""	1
" interactors "	"interactors"	1
" interactors PROTX0 ,  "	"interactors"	1
" interactors PROTX0 ,  PROTX0 ,  "	"interactors"	1
" interactors PROTX0 ,  PROTX0 ,  PROTX0 and "	"interactors"	1
" ,  PROTX0 ,  PROTX0 and PROTX0 are nuclear proteins which also bind to other transcription factors including "	"bind"	1
" and PROTX0 are nuclear proteins which also bind to other transcription factors including PROTX0 ,  nuclear factor I ( PROTX0 )  ,  HIV - 1 "	"bind"	1
" are nuclear proteins which also bind to other transcription factors including PROTX0 ,  nuclear factor I ( PROTX0 )  ,  HIV - 1 PROTX0 or the tumor suppressor and PolII holoenzyme component "	"bind"	1
" ,  p50 ,  and either "	""	1
" ,  p50 ,  and either PROTX0 ,  PROTX0 or "	""	1
" ,  p50 ,  and either PROTX0 ,  "	""	1
" ,  p50 ,  and either PROTX0 ,  PROTX0 or PROTX0 are sequestered into quarternary complexes on PROTX0 DNA binding sites ,  whereas "	"complexes"	1
" enhances PROTX1 - p50 activated transcription through an PROTX0 binding site ,  indicating that quarternary complexes containing "	"enhances"	1
" - p50 activated transcription through an PROTX2 binding site ,  indicating that quarternary complexes containing PROTX1 interactors modulate "	"complexes"	1
" as an adaptor between "	""	1
" as an adaptor between PROTX0 / p52 and other transcription regulators and suggest that its gene activation function may at least in part be due to recruitment of the "	"activation"	1
" / p52 and other transcription regulators and suggest that its gene activation function may at least in part be due to recruitment of the "	"activation"	1
" interacts with "	"interacts"	1
" )  expressed by activated T cells with "	"activated"	1
" )  expressed by activated T cells with "	"activated"	1
" )  expressed by activated T cells with PROTX0 on macrophages has been shown to be a potent stimulus for the production of "	"activated"	1
" ligand ( PROTX0 )  expressed by activated T cells with PROTX1 on macrophages has been shown to be a potent stimulus for the production of "	"activated"	1
" and "	""	1
" up - regulation of "	"regulation"	1
" ,  a cytokine predominant in lepromatous lesions ,  blocked the "	"blocked"	1
" ,  a cytokine predominant in lepromatous lesions ,  blocked the PROTX0 up - regulation of "	"regulation"	1
" up - regulation of "	"regulation"	1
" ,  which stimulates "	"stimulates"	1
" ,  which stimulates PROTX0 - dependent induction of "	"induction"	1
" - dependent induction of "	"induction"	1
" -  "	""	1
" - associated protein ,  "	"associated"	1
" might serve as a positive transcription regulator under the control of "	"control"	1
" proteins ,  as revealed by a functional analysis of the human PROTX2 promoter and by the ability of exogenously expressed PROTX1 proteins to stimulate the endogenous "	"stimulate"	1
" proteins ,  and that "	""	1
" ,  was identified by a yeast two - hybrid screen of a human placental cDNA library ,  using human "	""	1
" binds specifically to an amino - terminal segment of "	"binds"	1
" by "	""	1
" by PROTX0 ,  mediated by a specific interaction with "	"interaction"	1
" and PROTX0 in "	""	1
" in "	""	1
" and PROTX0 in PROTX0 - mediated apoptosis was demonstrated by cleavage of PROTX1 / CPP32 and "	"cleavage"	1
" in PROTX0 - mediated apoptosis was demonstrated by cleavage of PROTX0 / CPP32 and PROTX0 ,  as well as fragmentation of the PROTX1 substrate ,  "	"cleavage"	1
" - mediated apoptosis may be related to differential expression of "	"mediated"	1
" - associated "	"associated"	1
"could bind to important cell cycle regulators: the "	"bind"	1
" could bind to important cell cycle regulators: the PROTX0 of proteins ,  the transcription factor "	"bind"	1
" could bind to important cell cycle regulators: the PROTX0 of proteins ,  the transcription factor PROTX0 ,  and the "	"bind"	1
" with "	""	1
" with PROTX0 was greatly enhanced when PROTX1 was complexed with "	"enhanced"	1
" with PROTX0 was greatly enhanced when PROTX1 was complexed with "	"enhanced"	1
" with "	""	1
" was greatly enhanced when PROTX0 was complexed with "	"enhanced"	1
" with PROTX0 and "	""	1
" with "	""	1
" and "	""	1
" was coexpressed with PROTX1 in sf9 insect cells ,  the "	""	1
" in sf9 insect cells ,  the PROTX1 -  "	""	1
" in sf9 insect cells ,  the PROTX1 -  PROTX0 complex had kinase activities for "	"complex"	1
" was coexpressed with PROTX0 in sf9 insect cells ,  the PROTX0 -  PROTX1 complex had kinase activities for "	"complex"	1
" in sf9 insect cells ,  the PROTX1 -  "	""	1
" in sf9 insect cells ,  the PROTX1 -  PROTX0 complex had kinase activities for PROTX0 ,  "	"complex"	1
